2,100,38,0.929130
1,100,38,0.922508
4,100,38,0.914258
3,100,38,0.932885
5,100,38,0.940613
6,100,38,0.922220
7,100,38,0.908506
8,100,38,0.936474
10,100,38,0.914258
9,100,38,0.937423
2,100,31,0.924695
3,100,31,0.923376
1,100,31,0.920824
4,100,31,0.931897
7,100,31,0.906560
6,100,31,0.931512
5,100,31,0.958241
8,100,31,0.941158
10,100,31,0.911953
9,100,31,0.951625
2,100,6,0.918048
4,100,6,0.936176
1,100,6,0.912010
3,100,6,0.927890
6,100,6,0.928812
8,100,6,0.938713
7,100,6,0.897564
5,100,6,0.948429
10,100,6,0.911663
9,100,6,0.939074
2,60,35,0.934288
4,60,35,0.921564
1,60,35,0.933145
3,60,35,0.923376
5,60,35,0.943735
7,60,35,0.910829
8,60,35,0.938725
6,60,35,0.926822
10,60,35,0.909308
9,60,35,0.942444
2,70,27,0.922483
1,70,27,0.918435
4,70,27,0.924481
3,70,27,0.922999
5,70,27,0.951818
6,70,27,0.924411
7,70,27,0.904772
8,70,27,0.945434
9,70,27,0.939556
10,70,27,0.916561
2,100,38,0.929130
3,100,38,0.932885
1,100,38,0.922508
4,100,38,0.914258
20,100,38,0.911107
36,100,38,0.882311
28,100,38,0.928300
12,100,38,0.949646
27,100,38,0.929367
35,100,38,0.962240
11,100,38,0.954855
19,100,38,0.918116
10,100,38,0.914258
26,100,38,0.927880
34,100,38,0.937886
18,100,38,0.934037
9,100,38,0.937423
25,100,38,0.923978
33,100,38,0.942258
17,100,38,0.941522
8,100,38,0.936474
24,100,38,0.927880
32,100,38,0.933392
16,100,38,0.939851
7,100,38,0.908506
23,100,38,0.940596
31,100,38,0.937505
15,100,38,0.963774
6,100,38,0.922220
22,100,38,0.918000
30,100,38,0.924095
14,100,38,0.915487
5,100,38,0.940613
21,100,38,0.904377
29,100,38,0.940893
13,100,38,0.908210
40,100,38,0.913751
44,100,38,0.911910
52,100,38,0.934262
48,100,38,0.951047
39,100,38,0.926315
43,100,38,0.948317
51,100,38,0.917901
47,100,38,0.920627
38,100,38,0.910857
42,100,38,0.918396
50,100,38,0.912060
46,100,38,0.918535
37,100,38,0.949834
41,100,38,0.917863
49,100,38,0.927596
45,100,38,0.935498
54,100,38,0.890733
56,100,38,0.940344
58,100,38,0.932468
60,100,38,0.897528
53,100,38,0.910367
55,100,38,0.918368
57,100,38,0.914039
59,100,38,0.948904
61,100,38,0.922502
62,100,38,0.924729
63,100,38,0.941918
64,100,38,0.934475
3,100,31,0.923376
2,100,31,0.924695
1,100,31,0.920824
4,100,31,0.931897
20,100,31,0.908515
12,100,31,0.943823
28,100,31,0.930425
36,100,31,0.878476
27,100,31,0.929367
11,100,31,0.960595
19,100,31,0.923201
35,100,31,0.965514
10,100,31,0.911953
26,100,31,0.925726
34,100,31,0.946638
18,100,31,0.931700
9,100,31,0.951625
25,100,31,0.926010
33,100,31,0.947083
17,100,31,0.941733
24,100,31,0.927580
8,100,31,0.941158
32,100,31,0.922283
16,100,31,0.937114
23,100,31,0.933636
7,100,31,0.906560
31,100,31,0.933040
15,100,31,0.957751
22,100,31,0.919543
6,100,31,0.931512
30,100,31,0.928517
14,100,31,0.916051
21,100,31,0.908783
5,100,31,0.958241
29,100,31,0.931850
13,100,31,0.920298
40,100,31,0.915349
44,100,31,0.918783
52,100,31,0.930481
48,100,31,0.953242
39,100,31,0.933368
43,100,31,0.945040
51,100,31,0.919314
47,100,31,0.925785
38,100,31,0.917417
42,100,31,0.920676
50,100,31,0.916596
46,100,31,0.927663
37,100,31,0.933917
41,100,31,0.926496
49,100,31,0.922473
45,100,31,0.945037
54,100,31,0.919225
56,100,31,0.944196
58,100,31,0.939330
60,100,31,0.886455
53,100,31,0.903360
57,100,31,0.917217
55,100,31,0.930194
