3,100,1,0.799438
4,100,1,0.789700
2,100,1,0.813053
1,100,1,0.803965
12,100,1,0.757586
36,100,1,0.757536
28,100,1,0.792400
20,100,1,0.767432
11,100,1,0.826780
27,100,1,0.810640
35,100,1,0.797420
19,100,1,0.837023
10,100,1,0.782748
34,100,1,0.782423
26,100,1,0.821823
18,100,1,0.775213
33,100,1,0.794698
9,100,1,0.835331
25,100,1,0.810360
17,100,1,0.813399
24,100,1,0.810453
32,100,1,0.786318
8,100,1,0.793133
16,100,1,0.831292
23,100,1,0.820477
31,100,1,0.788408
7,100,1,0.805554
15,100,1,0.843295
22,100,1,0.745833
30,100,1,0.775651
6,100,1,0.822229
14,100,1,0.807584
21,100,1,0.770991
29,100,1,0.791894
13,100,1,0.771338
5,100,1,0.794451
40,100,1,0.797037
44,100,1,0.796621
52,100,1,0.821315
48,100,1,0.769438
39,100,1,0.785360
43,100,1,0.793221
51,100,1,0.786449
47,100,1,0.812193
42,100,1,0.789549
38,100,1,0.800701
50,100,1,0.825012
46,100,1,0.804282
41,100,1,0.831812
37,100,1,0.788253
49,100,1,0.806734
45,100,1,0.824204
56,100,1,0.815521
54,100,1,0.791630
60,100,1,0.787292
58,100,1,0.819014
55,100,1,0.818063
53,100,1,0.788073
59,100,1,0.798820
57,100,1,0.802935
61,100,1,0.805060
62,100,1,0.770009
64,100,1,0.797708
63,100,1,0.825723
1,100,2,0.609637
3,100,2,0.570705
2,100,2,0.567899
4,100,2,0.579814
20,100,2,0.586216
28,100,2,0.573732
36,100,2,0.562868
12,100,2,0.578425
19,100,2,0.587427
27,100,2,0.622717
35,100,2,0.571403
11,100,2,0.585414
18,100,2,0.576815
26,100,2,0.608509
34,100,2,0.576247
10,100,2,0.559733
17,100,2,0.627410
25,100,2,0.591158
33,100,2,0.572356
9,100,2,0.553543
24,100,2,0.575099
16,100,2,0.588353
32,100,2,0.585085
8,100,2,0.577363
15,100,2,0.610150
23,100,2,0.551743
31,100,2,0.565119
7,100,2,0.603606
22,100,2,0.617332
14,100,2,0.581047
30,100,2,0.595002
6,100,2,0.564581
21,100,2,0.576123
13,100,2,0.523026
29,100,2,0.548102
5,100,2,0.557122
44,100,2,0.592097
40,100,2,0.601819
52,100,2,0.594932
48,100,2,0.551979
43,100,2,0.598170
39,100,2,0.613039
51,100,2,0.588750
47,100,2,0.592619
42,100,2,0.559086
38,100,2,0.573970
50,100,2,0.591430
46,100,2,0.580877
41,100,2,0.582935
37,100,2,0.575954
49,100,2,0.569872
45,100,2,0.500396
54,100,2,0.620169
56,100,2,0.562716
58,100,2,0.528661
60,100,2,0.545899
53,100,2,0.580867
55,100,2,0.588811
57,100,2,0.582937
59,100,2,0.564059
61,100,2,0.572742
62,100,2,0.570628
64,100,2,0.598642
63,100,2,0.531416
1,100,3,0.579128
4,100,3,0.554510
3,100,3,0.561279
2,100,3,0.577863
36,100,3,0.553633
20,100,3,0.581681
28,100,3,0.565274
12,100,3,0.628135
35,100,3,0.563508
27,100,3,0.553544
11,100,3,0.609060
19,100,3,0.589349
34,100,3,0.559761
26,100,3,0.567367
10,100,3,0.572062
18,100,3,0.616413
33,100,3,0.527381
25,100,3,0.596990
9,100,3,0.593265
17,100,3,0.585044
32,100,3,0.550177
24,100,3,0.572751
8,100,3,0.602312
16,100,3,0.538618
7,100,3,0.586020
23,100,3,0.543338
31,100,3,0.525311
15,100,3,0.556610
6,100,3,0.544551
14,100,3,0.563888
22,100,3,0.550122
30,100,3,0.599627
5,100,3,0.548913
21,100,3,0.584473
13,100,3,0.560384
29,100,3,0.554580
52,100,3,0.524897
44,100,3,0.561357
48,100,3,0.564447
40,100,3,0.580573
43,100,3,0.588316
51,100,3,0.541727
47,100,3,0.564899
39,100,3,0.560233
42,100,3,0.559086
46,100,3,0.591082
50,100,3,0.585394
38,100,3,0.587997
41,100,3,0.571765
45,100,3,0.559419
49,100,3,0.543240
37,100,3,0.544977
60,100,3,0.574618
56,100,3,0.590544
54,100,3,0.564391
58,100,3,0.612022
59,100,3,0.563926
55,100,3,0.580607
53,100,3,0.553317
57,100,3,0.535088
61,100,3,0.588123
62,100,3,0.581510
63,100,3,0.564749
64,100,3,0.569418
3,100,4,0.502985
4,100,4,0.519062
2,100,4,0.507218
1,100,4,0.554034
36,100,4,0.547383
28,100,4,0.581061
12,100,4,0.499502
20,100,4,0.502924
35,100,4,0.500432
27,100,4,0.517830
11,100,4,0.525740
19,100,4,0.535932
34,100,4,0.505549
26,100,4,0.523559
10,100,4,0.514700
18,100,4,0.520959
33,100,4,0.514225
25,100,4,0.504969
9,100,4,0.521316
17,100,4,0.494984
32,100,4,0.522135
24,100,4,0.509846
8,100,4,0.525248
16,100,4,0.526186
7,100,4,0.520081
23,100,4,0.541485
31,100,4,0.523845
15,100,4,0.516439
6,100,4,0.545616
22,100,4,0.513012
30,100,4,0.537307
14,100,4,0.518373
5,100,4,0.505441
